Step,FPS,TDLoss,Loss,SupervisedLoss,EpisodeScore
10800,0,3.5593108109065463,3.938087088721139,0.378776239497321,0.6666666666666667
10900,0,3.4981855750083923,3.8898035685221357,0.3916179686784744,-5.0
11000,0,3.6285614569981894,3.989309549331665,0.3607481072346369,0.0
11100,0,4.139577507972717,4.559462030728658,0.41988443831602734,-10.0
11200,0,4.039835895810809,4.440848384584699,0.4010124461991446,-6.25
11300,0,3.9134491284688315,4.277224580446879,0.36377546687920886,-6.8
11400,0,4.475847840309143,4.8853436311086025,0.4094957113265991,-5.833333333333334
11500,0,3.6636003653208413,4.118086338043213,0.45448597768942517,-10.0
11600,0,3.8507747309548512,4.2562642097473145,0.40548948304993765,-2.857142857142857
11700,0,3.985336343447367,4.41083300113678,0.42549662788709003,-6.428571428571429
11800,0,3.3099523385365806,3.734650452931722,0.4246980597575506,-6.666666666666668
11900,0,4.050466458002726,4.424427509307861,0.3739610364039739,-9.285714285714285
12000,0,4.30500626564026,4.678860868726458,0.37385465417589453,3.0
12100,0,4.550532857577005,4.914038141568502,0.3635053088267644,-7.75
12200,0,3.702463984489441,4.0906269152959185,0.38816303511460626,-5.0
12300,0,4.092130343119304,4.483742793401083,0.39161230623722076,0.0
12400,0,3.7063652787889754,4.094380038125174,0.3880147550787244,-5.25
12500,0,3.489503026008606,3.8557140827178955,0.36621107161045074,-8.571428571428571
12600,0,3.8653294245402017,4.2691469589869175,0.4038175493478775,-4.857142857142857
12700,0,2.9385706583658853,3.3223836024602256,0.3838129689296087,-5.0
12800,0,4.103926181793213,4.524606772831508,0.4206805910382952,-4.166666666666667
12900,0,3.5118096669514975,3.874420841534932,0.3626111994187037,-10.0
13000,0,4.274410247802734,4.629156192143759,0.3547458300987879,-6.0
13100,0,4.60982879002889,4.972085118293762,0.36225638290246326,-137.0
13200,0,4.080558504377093,4.419936111995153,0.3393776203904833,-4.0
13300,0,4.325363119443258,4.6680006583531695,0.34263753890991216,-5.0
13400,0,4.086048444112142,4.450086911519368,0.3640384872754415,-7.5
13500,0,4.130189299583435,4.485651254653931,0.3554619004329045,-4.666666666666667
13600,0,3.9317026478903636,4.297384875161306,0.36568223152841844,-12.5
13700,0,3.657286524772644,4.0615220467249555,0.40423553685347235,3.499999999999999
13800,0,4.197210113207499,4.591467062632243,0.3942569196224213,-5.714285714285714
13900,0,3.454207181930542,3.8227616151173907,0.36855440338452655,-10.0
14000,0,3.188049180167062,3.56640955380031,0.3783603693757739,-8.25
14100,0,4.9835920333862305,5.354383269945781,0.3707911968231201,-5.0
14200,0,4.335438291231791,4.766745090484619,0.4313066899776459,-9.0
14300,0,3.5264856815338135,3.9345656633377075,0.4080798725287119,-10.0
14400,0,3.7674716540745323,4.155546018055507,0.3880742958613804,-7.5
14500,0,3.056329925855001,3.4569947719573975,0.40066486100355786,-6.571428571428571
14600,0,3.571982979774475,4.005499720573425,0.4335167606671651,-4.444444444444445
14700,0,3.6806333462397256,4.057503819465637,0.3768705874681473,-8.333333333333334
14800,0,4.124592747007097,4.5276015145438055,0.40300876753670833,-5.8
14900,0,3.675464391708374,4.105002522468567,0.4295382152001063,5.0
15000,0,4.061166008313497,4.424311280250549,0.36314528683821357,-8.0
15100,0,3.4986720085144043,3.885442852973938,0.3867707798878352,-6.0
15200,0,3.2639139039175853,3.6563208443777904,0.3924069362027305,-6.666666666666667
15300,0,2.6644366780916853,3.0735409657160444,0.40910434226195014,-10.0
15400,0,4.097153067588806,4.478923797607422,0.3817707498868307,-1.6666666666666667
15500,0,3.4466163714726763,3.824069301287333,0.3774529298146566,-6.0
15600,0,2.8867574078696117,3.273858887808663,0.3871014416217804,-7.5
15700,0,3.3751262426376343,3.7934101025263467,0.41828381021817523,-6.666666666666667
15800,0,3.600045522054036,3.998888452847799,0.398842935760816,-5.0
15900,0,3.602973461151123,3.9895135561625166,0.38654004037380224,-9.166666666666666
16000,0,3.340638671602522,3.7188146795545305,0.37817599092211046,-8.88888888888889
16100,0,4.02081576983134,4.404410282770793,0.3835945030053457,-10.0
16200,0,3.7944611708323164,4.161264816919962,0.3668036162853241,5.0
16300,0,3.3414655923843384,3.7464155356089273,0.4049498786528905,-10.0
16400,0,3.593738045011248,3.995439291000366,0.4017012204442706,-1.4285714285714286
16500,0,3.162504593531291,3.6402209997177124,0.4777164210875829,-10.0
16600,0,3.1268894672393794,3.5213913520177207,0.39450191954771674,-4.166666666666667
16700,0,3.7808865308761597,4.183208584785461,0.4023220141728719,-6.666666666666667
16800,0,3.257612500871931,3.666688714708601,0.4090761968067714,-6.5
16900,0,3.098942836125692,3.4673688411712646,0.36842596034208935,-5.833333333333334
17000,0,2.550121267636617,2.906058708826701,0.3559373964866002,-3.8571428571428568
17100,0,4.302814046541849,4.677887360254924,0.37507328391075134,-1.6666666666666667
17200,0,4.078665801456996,4.534227234976632,0.4555614377771105,-7.6
17300,0,3.7813607454299927,4.1786850690841675,0.3973243286212285,-2.5
17400,0,2.68627138932546,3.0781136751174927,0.3918422957261404,-7.5
17500,0,3.0688327153523765,3.4436737298965454,0.3748410592476527,-2.5
17600,0,3.000403949192592,3.42183940751212,0.4214354625770024,-10.25
17700,0,2.6069887280464177,3.0203577677408853,0.4133690595626831,-7.0
17800,0,2.6514182686805725,3.052077849706014,0.40065959095954895,-5.0
17900,0,2.5856714447339377,3.037301103274028,0.4516296436389287,-10.0
18000,0,2.9700724737984796,3.356142623083932,0.3860701705728258,-8.0
18100,0,3.2837280829747515,3.765479763348897,0.48175164560476935,-0.20000000000000034
18200,0,2.920161207516988,3.3012925783793134,0.3811313460270564,-10.0
18300,0,3.4981024265289307,3.888744672139486,0.3906422307093938,-11.5
18400,0,3.6311960220336914,4.032566206795829,0.4013701890196119,3.333333333333333
18500,0,3.26946222782135,3.6328525145848594,0.3633902619282405,-1.25
18600,0,3.284131407737732,3.648066242535909,0.36393486956755317,-8.88888888888889
18700,0,3.339797774950663,3.7602717081705728,0.4204739183187485,-9.0
18800,0,2.9106512240001132,3.2931920119694302,0.382540762424469,-8.333333333333334
18900,0,3.150961995124817,3.535948316256205,0.38498638570308685,-2.25
19000,0,3.2809242407480874,3.6593411763509116,0.37841699520746863,-6.5
19100,0,4.108833988507588,4.51044225692749,0.40160823861757916,-6.666666666666666
19200,0,2.9982127462114607,3.417972258159092,0.4197594438280378,-7.0
19300,0,3.6473430395126343,4.0828120311101275,0.43546895186106366,-4.285714285714286
19400,0,2.7505319913228354,3.1406060059865313,0.39007402956485754,-6.555555555555555
19500,0,2.9360487858454385,3.3287666241327925,0.3927178382873535,-4.666666666666667
19600,0,3.203292114394052,3.59535813331604,0.39206601040703914,-10.0
19700,0,3.015978415807088,3.4192317724227905,0.4032533715168635,-5.0
19800,0,3.0915659268697104,3.462966958681742,0.37140098710854846,-10.2
19900,0,2.5805222392082214,2.9993926286697388,0.41887035965919495,-10.0
20000,0,2.827560918671744,3.193844897406442,0.3662839702197484,-10.0
20100,0,3.327346444129944,3.745779911677043,0.41843343277772266,-6.5
20200,0,3.519800345102946,3.926572799682617,0.4067724198102951,-6.666666666666667
20300,0,2.9024197260538735,3.297751228014628,0.3953314522902171,-8.8
20400,0,3.251892157963344,3.636437552315848,0.3845453730651311,-7.666666666666667
20500,0,2.8002959489822388,3.182727615038554,0.38243159155050915,-9.166666666666666
20600,0,3.437674562136332,3.8429392973581953,0.4052646905183792,-12.5
20700,0,3.5392441749572754,3.9933676719665527,0.4541235367457072,-10.0
20800,0,2.9423627001898627,3.317594494138445,0.3752318407808031,-6.833333333333333
20900,0,2.65382186571757,3.0503683884938564,0.3965465674797694,0.0
21000,0,3.366330862045288,3.7382893562316895,0.3719585239887237,-10.0
21100,0,3.5564459562301636,3.9875652392705283,0.43111924330393475,1.9999999999999998
21200,0,2.7659399679728915,3.1729685919625417,0.40702858992985314,-5.0
21300,0,2.7681502103805546,3.139021794001261,0.3708716034889221,-2.0
21400,0,3.0070223808288574,3.395602822303772,0.3885805159807205,-9.428571428571429
21500,0,2.577844043572744,2.9661727348963423,0.3883287310600281,-10.0
21600,0,2.865359170096261,3.242378268923078,0.37701909456934246,-7.2
21700,0,2.518833061059316,2.892727176348368,0.3738940755526225,0.0
21800,0,3.1137633323669434,3.4969660441080728,0.3832026273012161,2.999999999999999
21900,0,3.046366572380066,3.4088856379191084,0.3625190109014511,-10.0
22000,0,3.3171205180031915,3.6846168381827216,0.3674963286944798,-7.222222222222221
22100,0,3.2545246680577593,3.6909672816594443,0.43644262353579205,-10.0
22200,0,2.567076762517294,2.9803347984949746,0.413258026043574,-7.222222222222221
22300,0,2.9026116132736206,3.2593096693356833,0.35669810573259986,-10.0
22400,0,2.8676726647785733,3.244400875908988,0.37672822390283855,-12.833333333333332
22500,0,2.9896347920099893,3.3730099201202393,0.38337521255016327,-10.0
22600,0,3.059486428896586,3.4754230181376142,0.4159365693728129,-13.0
22700,0,2.701455235481262,3.146557827790578,0.4451026221116384,5.0
22800,0,2.9615749801908224,3.3337192194802423,0.37214432443891254,-9.0
22900,0,2.5457356373469033,2.9028875430425005,0.35715191066265106,-8.666666666666668
23000,0,3.247887134552002,3.6348429520924888,0.38695584237575537,-7.333333333333334
23100,0,3.9303317467371626,4.2899913390477495,0.3596595774094264,11.0
23200,0,2.938917415482657,3.36953524180821,0.43061788593019756,-1.25
23300,0,3.42843230565389,3.8152453502019243,0.3868130296468735,-10.0
23400,0,2.910430073738098,3.309343775113424,0.3989136914412181,-5.0
23500,0,2.9848728577295938,3.3907949924468994,0.40592212975025177,-1.25
23600,0,2.9615155628749306,3.3322627544403076,0.37074714473315645,-8.571428571428571
23700,0,3.2272794246673584,3.6188557147979736,0.3915763149658839,-8.222222222222221
23800,0,2.514818290869395,2.9104288816452026,0.39561060070991516,-8.333333333333334
23900,0,3.0483558575312295,3.4340768257776895,0.3857209384441376,-10.0
24000,0,2.0147426468985423,2.4015512636729652,0.38680865509169443,-9.166666666666666
24100,0,3.604505499204,3.9913828770319624,0.3868774175643921,-10.25
24200,0,3.5689390301704407,3.9519861539204912,0.38304710884888965,-9.375
24300,0,2.3822867671648664,2.751591483751933,0.36930473148822784,5.0
24400,0,2.233329789979117,2.630129439490182,0.3967996452535901,-7.5
24500,0,3.0119080146153765,3.4002200762430825,0.3883120119571686,3.3333333333333335
24600,0,2.610881507396698,2.9667767286300664,0.3558952063322068,-11.5
24700,0,2.5323650240898132,2.9407787720362344,0.40841377278169,-6.833333333333334
24800,0,2.291007791246687,2.6595020123890465,0.36849421688488554,-8.0
24900,0,2.608223875363668,2.9869539340337115,0.37873004376888275,-3.0
25000,0,2.637459834416707,3.0808215141296387,0.44336165487766266,-9.142857142857142
25100,0,3.1554294824600224,3.5606234471003217,0.4051939199368159,-10.0
25200,0,2.8215831347874234,3.2220460006168916,0.40046289563179016,-7.5
25300,0,2.914120137691498,3.3097821474075317,0.3956620196501414,-10.0
25400,0,2.602852702140808,3.040271282196045,0.43741852045059204,-5.714285714285714
25500,0,2.2563200394312544,2.6331505179405212,0.3768305033445358,4.25
25600,0,2.7954716852733066,3.189299549375262,0.3938278683594295,-6.25
25700,0,2.656855583190918,3.0183894435564675,0.3615338553984959,0.0
25800,0,2.7363887627919516,3.1150395472844448,0.37865079939365387,-10.0
25900,0,2.8032953341801967,3.1999287207921348,0.3966333915789922,-6.25
26000,0,2.979859471321106,3.3611442020961215,0.38128467542784555,-9.285714285714286
26100,0,3.1162877480189004,3.490315834681193,0.3740280419588089,-9.166666666666666
26200,0,3.0683139165242515,3.479724129041036,0.41141020754973096,-5.0
26300,0,3.0408085385958357,3.405679265658061,0.3648707717657089,0.6
26400,0,2.9464281797409058,3.319550241742815,0.37312209606170654,-10.0
26500,0,3.272748629252116,3.6349782943725586,0.36222968002160394,-7.2
26600,0,2.765501221021016,3.128074606259664,0.3625733554363251,-5.0
26700,0,2.341740667819977,2.7113363345464068,0.36959568162759143,-6.875
26800,0,2.908525313649859,3.3181763717106416,0.40965110063552856,-8.333333333333334
26900,0,2.9886184533437095,3.388159314791362,0.39954086144765216,-10.0
27000,0,2.5242082476615906,2.885857582092285,0.36164937913417816,-5.7
27100,0,3.2840001980463667,3.697881738344828,0.4138815005620321,-9.583333333333334
27200,0,2.7370042460305353,3.0882599353790288,0.3512557063783918,-0.14285714285714235
27300,0,2.320868968963623,2.665968219439189,0.3450992405414582,-8.5
27400,0,2.666230877240499,3.007907271385193,0.34167636930942535,-9.583333333333334
27500,0,2.6499425172805786,3.0137607653935747,0.3638182232777278,-10.0
27600,0,3.0096655573163713,3.3745063032422746,0.36484080978802264,-5.0
27700,0,2.689468006292979,3.1065129041671753,0.41704490780830383,-2.5
27800,0,2.5793193578720093,2.9332816799481707,0.35396236181259155,-9.2
27900,0,2.401091734568278,2.782245715459188,0.3811540553967158,-14.0
28000,0,2.9963828665869574,3.349798304694039,0.3534154125622341,-10.0
28100,0,2.5437379678090415,2.916224638621012,0.3724867006142934,-6.8
28200,0,2.6146518190701804,3.019551674524943,0.4048998256524404,0.0
28300,0,3.3413608074188232,3.70532766977946,0.36396688719590503,0.5
28400,0,2.9043596131461005,3.285072905676705,0.38071327550070627,-10.0
28500,0,2.476792017618815,2.873102466265361,0.396310418844223,1.9999999999999996
28600,0,2.722955147425334,3.123580853144328,0.40062576035658515,-6.666666666666667
28700,0,2.3603354891141253,2.74292920033137,0.38259374101956684,-10.0
28800,0,2.887157440185547,3.267192806516375,0.38003533652850563,-10.0
28900,0,2.7982744177182517,3.2121766408284502,0.4139022280772527,-10.0
29000,0,3.078792691230774,3.436492363611857,0.3576996823151906,4.0
29100,0,2.946688950061798,3.313413461049398,0.36672445635000867,-10.0
29200,0,3.399709633418492,3.809924193790981,0.41021459868976046,-14.4
29300,0,2.4984979033470154,2.8626920580863953,0.36419417460759484,-2.142857142857143
29400,0,2.8623409469922385,3.299628059069316,0.4372871071100235,-3.0
29500,0,2.5684812267621355,2.920883297920227,0.35240207612514496,-9.285714285714285
29600,0,2.2416587386812483,2.6008714607783725,0.35921274764197214,5.0
29700,0,2.701960802078247,3.0517905155817666,0.34982972343762714,-5.0
29800,0,2.3016706109046936,2.6883492469787593,0.38667862117290497,-8.0
29900,0,2.6904940803845725,3.065403660138448,0.374909629424413,-2.5
30000,0,2.846199069704328,3.2256944860730856,0.37949542488370624,-10.0
30100,0,3.2643458843231206,3.6781925757726035,0.4138467013835907,-5.555555555555555
30200,0,2.5832206805547075,2.9792340199152627,0.3960132747888565,-10.0
30300,0,2.4718233744303384,2.8438488642374673,0.3720254401365916,-6.428571428571429
30400,0,2.7200844287872314,3.122884852545602,0.40280042375837055,-3.75
30500,0,2.405078649520874,2.7547956705093384,0.3497170060873032,-3.1428571428571432
30600,0,2.8354451258977256,3.2391403118769326,0.4036951810121537,-8.0
30700,0,2.488350590070089,2.852298378944397,0.3639477243026098,-9.0
30800,0,2.2944387878690446,2.645849823951721,0.3514110062803541,-5.0
30900,0,2.285162548224131,2.6539161602656045,0.36875358720620477,-9.444444444444445
31000,0,2.5683841506640115,2.9714484810829163,0.40306435028711957,-6.571428571428572
31100,0,2.5645237366358438,2.9327903985977173,0.3682666967312495,-40.0
31200,0,3.5668391500200545,3.933817488806588,0.3669782536370414,-10.0
31300,0,2.224051217238108,2.6288320422172546,0.4047808150450389,-5.545454545454546
31400,0,2.3307608366012573,2.71682341893514,0.3860625674327215,-5.0
31500,0,2.384743630886078,2.7400149504343667,0.35527128974596656,-10.333333333333332
31600,0,2.8143435205732077,3.1624688250677924,0.3481253002371107,-2.666666666666667
31700,0,2.61168380578359,2.966917912165324,0.35523412128289544,-5.0
31800,0,2.5713445941607156,2.945109566052755,0.3737649917602539,-10.0
31900,0,2.8528823852539062,3.2481604019800825,0.3952780067920685,-5.0
32000,0,2.6522230931690762,3.0713303429739813,0.41910726257732933,-6.875
32100,0,2.569251457850138,2.9739104906717935,0.4046590328216553,-6.5
32200,0,2.8149121602376304,3.1939423481623335,0.3790301730235418,-5.0
32300,0,2.7543141444524135,3.1151150465011597,0.3608009318510691,-6.666666666666667
32400,0,2.277649487767901,2.630588786942618,0.3529392906597682,-6.666666666666667
32500,0,2.3699415524800616,2.73738956451416,0.3674480070670445,-10.0
32600,0,2.159158190091451,2.483224193255107,0.3240659832954407,-8.0
32700,0,2.5362537503242493,2.9506802558898926,0.4144265204668045,-10.0
32800,0,2.7362464496067593,3.106847507613046,0.3706010367189135,-10.0
32900,0,2.9349398612976074,3.288365205128988,0.35342531402905786,-5.0
33000,0,2.751832375923793,3.1551743944485984,0.4033420433600744,-2.727272727272727
33100,0,2.901534597078959,3.277757565180461,0.37622300287087757,7.5
33200,0,2.9343613897051135,3.315199477331979,0.3808380961418152,-10.0
33300,0,2.6238261063893633,2.992830355962117,0.3690042396386464,-7.333333333333334
33400,0,2.3159212867418923,2.6418954133987427,0.32597411672274273,-7.5
33500,0,3.047446290651957,3.3891163667043047,0.3416700462500254,-5.0
33600,0,2.4373237746102467,2.7702333245958597,0.33290952869824003,-10.0
33700,0,2.78709876537323,3.109109242757161,0.32201044758160907,-8.0
33800,0,2.105520149072011,2.4254844188690186,0.31996428966522217,-5.0
33900,0,2.373246908187866,2.7408262689908347,0.36757937073707575,-10.0
34000,0,2.5193024022238593,2.873345272881644,0.3540428365979876,10.0
34100,0,2.6512930393218994,3.008994062741597,0.35770105322202045,5.0
34200,0,2.718884706497193,3.0691492557525635,0.3502645641565323,-0.6000000000000001
34300,0,2.6238752206166582,3.006909489631653,0.38303427894910175,-10.0
34400,0,1.8383742741176061,2.192965405327933,0.35459113121032715,-9.166666666666666
34500,0,1.9895470142364502,2.3821413914362592,0.3925943970680237,-7.857142857142858
34600,0,2.7142533659934998,3.1445027987162275,0.4302494376897812,-10.0
34700,0,2.347930173079173,2.761805017789205,0.41387486457824707,-4.25
34800,0,2.203723464693342,2.6015692949295035,0.3978458685534341,-10.0
34900,0,2.6244383056958513,2.9988828897476196,0.3744445542494456,-2.2
35000,0,2.035843292872111,2.4069810509681706,0.3711377133925756,-8.444444444444445
35100,0,2.815468430519104,3.1625935236612954,0.3471250981092453,-6.0
35200,0,2.946415117808751,3.3291807855878557,0.38276568055152893,-10.0
35300,0,2.9153399070103965,3.290949503580729,0.3756096015373866,-4.166666666666667
35400,0,2.8205719192822776,3.2359746297200522,0.41540269056955975,-10.0
35500,0,2.7516602079073587,3.1178113222122192,0.3661511143048604,-4.0
35600,0,2.3613476582935875,2.762683664049421,0.40133595040866304,-4.428571428571429
35700,0,2.4922303954760237,2.8474837938944497,0.355253408352534,-10.857142857142858
35800,0,2.9258497158686323,3.2692174514134726,0.34336770574251807,5.5
35900,0,2.5445181727409363,2.920029441515605,0.3755112638076146,-8.666666666666666
36000,0,2.704790677343096,3.047529424939837,0.34273870502199444,-10.0
36100,0,2.222279151280721,2.57254159450531,0.35026245812575024,-10.0
36200,0,2.0315141479174295,2.3877855141957602,0.3562713315089544,-10.0
36300,0,2.7567470868428545,3.2284804582595825,0.4717333912849426,-2.5
36400,0,2.561095791203635,2.96776134627206,0.4066655678408486,-8.75
36500,0,3.020029147466024,3.415700117746989,0.39567095041275024,-5.0
36600,0,3.0257705450057983,3.3849594195683794,0.35918891926606494,-10.0
36700,0,2.2079800566037493,2.6646352608998614,0.45665521423021954,-10.0
36800,0,2.4573404618671963,2.8805961097989767,0.42325569476400104,-1.666666666666667
36900,0,2.8079901933670044,3.276459614435832,0.46846945583820343,-9.166666666666666
37000,0,2.2721602121988935,2.6332987944285073,0.3611385921637217,-3.6666666666666665
37100,0,2.6286756396293636,2.98993186155955,0.3612561970949173,-6.875
37200,0,2.6598844698497226,3.0455541951315745,0.3856696997370039,-7.2727272727272725
37300,0,2.7301538387934365,3.1168071826299033,0.3866533140341441,0.0
37400,0,2.5120394627253217,2.879759669303894,0.36772022147973377,-7.5
37500,0,2.5170141061147056,2.864474813143412,0.3474607318639755,-7.5
37600,0,2.5723758425031393,3.0031374863215854,0.4307616055011749,-7.142857142857143
37700,0,2.473634441693624,2.8396053115526834,0.3659708698590596,-8.0
